completion date,Title,author(s),pages,review,rating,status,format,platform,publisher,Imprint,publication date,type,genre,language
2022/01/06,Hello World: How to be Human in the Age of the Machine,Hannah Fry,320,y,4.5,Completed,Audiobook,Audible,penguin,Black Swan,28-Mar-2019,Nonfiction,Data,eng
2022/04/29,Factfulness: Ten Reasons We'Re Wrong About The World - And Why Things Are Better Than You Think,"Hans Rosling,Ola Rosling,Anna Rosling Roennlund",352,y,4.5,Completed,Audiobook,Youtube,Hachette Book,Sceptre,27-Jun-2019,Nonfiction,Data,eng
2019/01/03,Hard-Boiled Wonderland And The End Of The World,Haruki Murakami,416,y,3,Completed,Physical Book,,Penguin Random House,Vintage,1-Jan-2001,Fiction,Magical realism,eng
2020/11/26,The Travelling Cat Chronicles,Hiro Arikawa,256,y,5,Completed,Physical Book,,penguin,Doubleday,2-Nov-2017,Fiction,Adventure,eng
2017/07/13,Live and Let Die,Ian Fleming,336,y,4,Completed,Physical Book,,Penguin Random House,Vintage Classics,6-Sep-2012,Fiction,Thriller,eng
2017/05/18,Casino Royale,Ian Fleming,256,y,4.5,Completed,Physical Book,,Penguin Random House,Vintage Classics,6-Sep-2012,Fiction,Thriller,eng
2018/01/05,Diamonds are Forever,Ian Fleming,336,y,2.5,Completed,Physical Book,,Penguin Random House,Vintage Classics,6-Sep-2012,Fiction,Thriller,eng
2017/12/10,Moonraker,Ian Fleming,352,y,3.75,Completed,Physical Book,,Penguin Random House,Vintage Classics,6-Sep-2012,Fiction,Thriller,eng
2020/06/06,Professor Stewart's Cabinet of Mathematical Curiosities,Ian Stewart,320,y,3,Completed,Physical Book,,Penguin Random House,Profile Books,1-Jul-2007,Nonfiction,Mathematics,eng
2019/02/02,The Mermaid and Mrs Hancock,Imogen Hermes Gowar,496,y,1,Completed,Physical Book,,Penguin Random House,Vintage,24-Jan-2019,Fiction,Fantasy,eng
2017/05/10,If On A Winter's Night A Traveller,Italo Calvino,272,y,4,Completed,Physical Book,,Penguin Random House,Vintage Classics,20-Feb-1992,Fiction,Humour/ Satire,eng
2019/11/07,Harry Potter and the Goblet of Fire,J. K. Rowling,640,y,2.75,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
2019/06/19,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,480,n,2.5,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
2019/05/21,Harry Potter and the Chamber of Secrets,J. K. Rowling,384,n,,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
2019/04/11,Harry Potter and the Philosopher's Stone,J. K. Rowling,352,y,4,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
2018/09/08,Nomad,James Swallow,512,y,2.5,Completed,Physical Book,,Bonnier Books,Zaffre,20-Dec-2016,Fiction,Thriller,eng
2019/12/24,Emma,Jane Austen,496,y,3,Completed,Physical Book,,Penguin Random House,Penguin Classics,26-Jul-2012,Fiction,Bildungsroman,eng
2021/01/25,Persuasion,Jane Austen,272,y,2.5,Completed,Physical Book,,Penguin,Penguin Classics,26-Apr-2012,Fiction,Romance,eng
2018/06/14,Pride & Prejudice,Jane Austen,329,y,4,Completed,Physical Book,,Wordsworth Editions,Wordsworth Editions,5-May-1992,Fiction,Romance,eng
2020/05/07,Nevernight,Jay Kristoff,480,y,2,Completed,Audiobook,Libby,HarperCollins,HarperVoyager,29-Jun-2017,Fiction,Fantasy,eng
2019/03/27,Gemina,"Jay Kristoff, Amie Kaufman",672,y,3,Completed,Physical Book,,Oneworld Publications,Rock the Boat,20-Oct-2016,Fiction,Science Fiction,eng
2018/03/31,Illuminae,"Jay Kristoff, Amie Kaufman",608,y,3,Completed,Physical Book,,Oneworld Publications,Rock the Boat,22-Oct-2015,Fiction,Science Fiction,eng
2020/05/03,A History of the World in 21 Women,Jenni Murray,304,y,5,Completed,Audiobook,BorrowBox,Oneworld Publications,Oneworld Publications,5-Sep-2019,Nonfiction,History,eng
2021/12/31,Calling Bullshit: The Art of Scepticism in a Data-Driven World,"Jevin D. West,Carl T. Bergstrom",336,y,4,Completed,Audiobook,BorrowBox,Penguin,Penguin,5-Aug-2021,Nonfiction,Data,eng
2019/07/03,So You've Been Publicly Shamed,Jon Ronson,320,n,4,Completed,Audiobook,Libby,Macmillan Publishers,Macmillan,31-Dec-2015,Nonfiction,Law,eng
2019/09/13,The Psychopath Test,Jon Ronson,240,n,4,Completed,Audiobook,Libby,Macmillan Publishers,Macmillan,7-Nov-2012,Nonfiction,Psychology,eng
2020/06/27,One of Us Is Lying,Karen M. McManus,368,y,4,Completed,Audiobook,Libby,Penguin,Penguin,1-Jun-2017,Fiction,Thriller,eng
2021/05/31,A Pale View of Hills,Kazuo Ishiguro,192,y,1,Completed,Audiobook,Libby,Faber & Faber,Faber & Faber,25-Feb-2010,Fiction,Literary Fiction,eng
,Stalking Jack the Ripper,Kerri Maniscalco,352,,,DNF,Audiobook,Libby,Jimmy Patterson,Jimmy Patterson,5-Sep-2017,Fiction,Mystery,eng
2022/02/20,Daughter of Smoke and Bone,Laini Taylor,448,n,4,Completed,Audiobook,Audible,Hachette Book,Hodder,6-Nov-2012,Fiction,Fantasy,eng
2022/03/22,The Phone Booth at the Edge of the World: A Novel,Laura Imai Messina,416,y,5,Completed,Audiobook,Audible,Bonnier,Manilla Press,4-Mar-2021,Fiction,Realist Literature,eng
2019/12/16,Friend Request,Laura Marshall,400,y,2,Completed,Physical Book,,Hachette Book,Sphere,11-Jan-2018,Fiction,Thriller,eng
2020/10/03,Blood & Sugar,Laura Shepherd-Robinson,464,y,5,Completed,Physical Book,,Macmillan Publishers,Pan,9-Jan-2020,Fiction,Mystery,eng
2018/04/12,Ruin and Rising,Leigh Bardugo,421,y,3.5,Completed,Physical Book,,Orion,Orion Children's Books,28-Jun-2018,Fiction,Fantasy,eng
2018/03/08,Siege and Storm,Leigh Bardugo,416,y,3,Completed,Physical Book,,orion,Orion Children's Books,28-Jun-2018,Fiction,Fantasy,eng
2018/01/26,Shadow and Bone,Leigh Bardugo,352,y,3.5,Completed,Physical Book,,Orion,Orion Children's Books,20-Apr-2021,Fiction,Fantasy,eng
2017/08/23,Six of Crows,Leigh Bardugo,512,y,3.5,Completed,Physical Book,,Orion,Orion Children's Books,2-Jun-2016,Fiction,Fantasy,eng
2017/09/05,Crooked Kingdom,Leigh Bardugo,560,y,5,Completed,Physical Book,,Orion,Orion Children's Books,4-May-2017,Fiction,Fantasy,eng
2021/07/12,Across the Nightingale Floor,Lian Hearn,304,y,2.5,Completed,Physical Book,,Macmillan Publishers,Picador,12-Jan-2017,Fiction,Fantasy,eng
,Holes,Louis Sachar,240,n,4,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,7-May-2015,Fiction,Bildungsroman,eng
2021/07/15,The Hunting Party,Lucy Foley,416,n,4,Completed,Physical Book,,HarperCollins,HarperFiction,31-Oct-2019,Fiction,Mystery,eng
2019/02/16,The Lady's Guide to Petticoats and Piracy,Mackenzi Lee,480,y,2,Completed,Physical Book,,KTegenBks,KTegenBks,9-Jul-2020,Fiction,Humour/ Satire,eng
2017/11/06,The Gentleman's Guide to Vice and Virtue,Mackenzi Lee,544,y,4.5,Completed,Physical Book,,KTegenBks,KTegenBks,18-Oct-2018,Fiction,Humour/ Satire,eng
,Joy at Work: Organizing Your Professional Life,Marie Kondo,288,n,,DNF,Audiobook,BorrowBox,Macmillan Publishers,Bluebird,14-Oct-2021,Nonfiction,Self Help,eng
2019/05/25,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondo,256,n,3.5,Completed,Audiobook,unknown,Penguin Random House,Vermilion,3-Apr-2014,Nonfiction,Self Help,eng
2022/04/30,The Subtle Art of Not Giving a F*ck,Mark Manson,304,n,,Completed,Audiobook,unknown,HarperCollins,Harper Paperbacks,17-Nov-2016,Nonfiction,Self Help,eng
2020/01/10,The Subtle Art of Not Giving a F*ck,Mark Manson,304,y,1,Completed,Audiobook,unknown,HarperCollins,Harper Paperbacks,17-Nov-2016,Nonfiction,Self Help,eng
2020/10/12,Lady Audley's Secret,Mary Elizabeth Braddon,512,y,5,Completed,Physical Book,,Penguin,Penguin Classics,26-Apr-2012,Fiction,Mystery,eng
2021/05/11,The Midnight Library,Matt Haig,304,y,5,Completed,Audiobook,BorrowBox,Canongate Books,Canongate Books,18-Feb-2021,Fiction,Fantasy,eng
2020/01/12,How to Stop Time,Matt Haig,336,y,4.5,Completed,Physical Book,,Canongate Books,Canongate Books,14-Dec-2017,Fiction,Literary Fiction,eng
2021/12/25,Humble Pi: A Comedy of Maths Errors,Matt Parker,336,y,5,Completed,Audiobook,Audible,Penguin,Penguin,5-Mar-2020,Nonfiction,Mathematics,eng
2020/10/02,Half a World Away,Mike Gayle,368,y,3,Completed,Physical Book,,Hachette Book,Hodder Paperbacks,20-Feb-2020,Fiction,Contemporary,eng
2021/05/06,Lonely Castle in the Mirror,Mizuki Tsujimura,368,n,5,Completed,Physical Book,,penguin,Doubleday,22-Apr-2021,Fiction,Fantasy,eng
2022/04/17,The Man Who Mistook His Job for His Life: How to Thrive at Work by Leaving Your Emotional Baggage Behind,Naomi Shragai,288,y,2,Completed,Audiobook,BorrowBox,WH Allen,WH Allen,26-Aug-2021,Nonfiction,Psychology,eng
2019/05/29,Astrophysics for People in a Hurry,Neil deGrasse Tyson,224,n,2,Completed,Audiobook,Libby,W. W. Norton & Company,W. W. Norton & Company,2-Jun-2017,Nonfiction,Applied Physics,eng
2021/06/01,Reasons to be Cheerful,Nina Stibbe,288,y,1,Completed,Audiobook,BorrowBox,Penguin,Penguin,2-Jan-2020,Fiction,Romance,eng
2020/08/25,"My Sister, the Serial Killer",Oyinkan Braithwaite,240,y,1.5,Completed,Physical Book,,Atlantic Books,Atlantic Books,26-Sep-2019,Fiction,Thriller,eng
2021/09/13,"Carry On, Jeeves",P. G. Wodehouse,288,y,3.5,Completed,Audiobook,Libby,penguin,Arrow,28-Jun-2018,Fiction,Humour/ Satire,eng
2018/02/07,PostCapitalism: A Guide to Our Future,Paul Mason,368,y,2,Completed,Physical Book,,Penguin,Penguin,2-Jun-2016,Nonfiction,Economics,eng
2019/07/20,The Alchemist,Paulo Coelho,224,n,5,Completed,Physical Book,,HarperCollins,HarperCollins,1-Jan-1995,Fiction,Bildungsroman,eng
2017/04/18,The Alchemist,Paulo Coelho,224,y,5,Completed,Physical Book,,HarperCollins,HarperCollins,1-Jan-1995,Fiction,Self Help,eng
2018/03/22,Carry on,Rainbow Rowell,528,y,2,Completed,Physical Book,,Macmillan Publishers,Macmillan Children's Books,11-Jul-2019,Fiction,Bildungsroman,eng
2021/06/28,What If?: Serious Scientific Answer to Absurd Hypothetical Questions,Randall Munroe,320,y,4,Completed,Audiobook,Youtube,Hachette Book,John Murray,24-Sep-2015,Nonfiction,Physical Chemistry,eng
2022/01/05,Nudge,Richard H Thaler,384,y,4,Completed,Audiobook,Libby,penguin,Allen Lane,19-Aug-2021,Nonfiction,Economics,eng
2021/12/21,Misbehaving: The Making of Behavioral Economics,Richard H Thaler,432,y,4,Completed,Audiobook,Audible,Penguin,Penguin,5-May-2016,Nonfiction,Economics,eng
2021/01/03,The Thursday Murder Club,Richard Osman,400,y,2.5,Completed,Physical Book,,Penguin,Penguin,13-May-2021,Fiction,Mystery,eng
2017/09/12,Dr Jekyll and Mr Hyde,Robert Louis Stevenson,256,y,4.5,Completed,Physical Book,,Wordsworth Editions,Wordsworth Editions,5-Jul-1993,Fiction,Science Fiction,eng
2021/10/16,Death Knocks Twice,Robert Thorogood,385,n,3,Completed,Audiobook,Libby,HarperCollins,HQ,27-Jul-2017,Fiction,Mystery,eng
2021/08/23,The Killing of Polly Carter,Robert Thorogood,370,y,3,Completed,Audiobook,Libby,HarperCollins,HQ,3-Dec-2015,Fiction,Mystery,eng
2021/06/29,The Marlow Murder Club,Robert Thorogood,352,y,3,Completed,Audiobook,Libby,HarperCollins,HQ,8-Jul-2021,Fiction,Mystery,eng
2021/11/30,A Meditation On Murder,Robert Thorogood,384,n,3,Completed,Audiobook,Libby,HarperCollins,MIRA,7-May-2015,Fiction,Mystery,eng
2021/06/08,The Keeper of Lost Things,Ruth Hogan,320,y,4,Completed,Audiobook,Libby,Hachette Book,Two Roads,10-Aug-2017,Fiction,Contemporary,eng
2020/10/17,Gentleman Jack: The Real Anne Lister The Official Companion to the BBC Series,"Sally Wainwright,Anne Choma",368,y,5,Completed,Audiobook,unknown,penguin,BBC Books,25-Apr-2019,Nonfiction,Biographies,eng
2018/12/30,A Court of Wings and Ruin,Sarah J. Maas,736,n,3,Completed,Physical Book,,Bloomsbury,Bloomsbury Publishing,2-Jun-2020,Fiction,Fantasy,eng
2017/08/08,A Court of Thorns and Roses,Sarah J. Maas,432,y,4,Completed,Physical Book,,Bloomsbury,Bloomsbury Publishing,2-Jun-2020,Fiction,Fantasy,eng
2018/03/02,A Court of Mist and Fury,Sarah J. Maas,656,y,4.5,Completed,Physical Book,,Bloomsbury,Bloomsbury Publishing,2-Jun-2020,Fiction,Romance,eng
2019/06/23,Melmoth,Sarah Perry,288,n,1,Completed,Audiobook,unknown,Serpent's Tail,Serpent's Tail,3-Oct-2019,Fiction,Literary Fiction,eng
2020/09/26,Republic of Thieves,Scott Lynch,736,y,3.5,Completed,Physical Book,,Orion,Gollancz,31-Jul-2014,Fiction,Fantasy,eng
2020/07/10,Red Seas Under Red Skies,Scott Lynch,784,y,4,Completed,Physical Book,,Orion,Gollancz,8-Nov-2007,Fiction,Fantasy,eng
2020/06/21,The Lies of Locke Lamora,Scott Lynch,736,y,5,Completed,Physical Book,,Orion,Gollancz,1-Feb-2007,Fiction,Fantasy,eng
2019/07/19,The Secret Barrister: Stories of the Law and How It's Broken,Secret Barrister,373,n,4,Completed,Physical Book,,Macmillan Publishers,Picador,4-Apr-2019,Nonfiction,Law,eng
2022/03/11,Honjin Murders,Seishi Yokomizu,192,n,3,Completed,Audiobook,BorrowBox,Penguin Random House,Pushkin Vertigo,5-Dec-2019,Fiction,Mystery,eng
2021/03/02,The Diary of a Bookseller,Shaun Bythell,320,y,3,Completed,Physical Book,,Penguin Random House,Profile Books,13-Sep-2019,Nonfiction,"Essays, Journals & Letters",eng
2020/07/19,The Haunting of Hill House,Shirley Jackson,256,y,3,Completed,Audiobook,unknown,Penguin,Penguin Classics,1-Oct-2009,Fiction,Horror,eng
,The Case-Book of Sherlock Holmes,Sir Arthur Conan Doyle,320,n,,Completed,Physical Book,,Penguin,Penguin,1-Sep-2011,Fiction,Mystery,eng
,A Study in Scarlet & The Sign of the Four,Sir Arthur Conan Doyle,224,n,4,Completed,Physical Book,,Wordsworth Editions,Wordsworth Editions,5-Dec-2001,Fiction,Mystery,eng
2021/11/03,The Cat Who Saved Books,Sosuke Natsukawa,244,y,1,Completed,Audiobook,Audible,Macmillan Publishers,Picador,16-Sep-2021,Fiction,Literary Fiction,eng
2021/03/21,Pride and Papercuts,Staci Hart,290,y,1,Completed,E-Book,Kindle,Independently published,Independently published,8-Oct-2020,Fiction,Romance,eng
2021/05/11,"Fragile: Why We Are Feeling More Anxious, Stressed and Overwhelmed Than Ever (And What We Can Do About It)",Stella O'malley,288,n,2,Completed,Audiobook,BorrowBox,Gill Books,Gill Books,5-Apr-2019,Nonfiction,Self Help,eng
2018/07/10,Freakonomics,"Steven D. Levitt, Stephen J. Dubner",336,y,4.5,Completed,Physical Book,,Penguin,Penguin,6-Apr-2006,Nonfiction,Economics,eng
2022/04/08,Freakonomics,"Steven D. Levitt, Stephen J. Dubner",336,y,3,Completed,Audiobook,Libby,Penguin,Penguin,6-Apr-2006,Nonfiction,Economics,eng
2021/05/31,How We Got to Now: Six Innovations that Made the Modern World,Steven Johnson,256,y,5,Completed,Audiobook,Unknown,Penguin,Penguin,24-Sep-2015,Nonfiction,science,eng
,Lily and the Octopus,Steven Rowley,320,,,DNF,Audiobook,BorrowBox,Simon & Schuster UK,Simon & Schuster UK,5-Oct-2017,Fiction,Literary Fiction,eng
2019/02/18,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,544,y,3.5,Completed,Physical Book,,Penguin Random House,Raven Books,1-Oct-2018,Fiction,Horror,eng
2020/01/05,Test,Sylvain Neuvel,110,y,4,Completed,Audiobook,Libby,Macmillan Publishers,tor.com,12-Feb-2019,Fiction,Thriller,eng
2019/01/05,Lies,T. M. Logan,528,y,2,Completed,Physical Book,,Twenty7,Twenty7,4-May-2017,Fiction,Thriller,eng
2019/04/30,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,400,y,5,Completed,Physical Book,,Simon & Schuster UK,Simon & Schuster UK,14-Oct-2021,Fiction,Romance,eng
2018/05/09,I Am Pilgrim,Terry Hayes,912,y,5,Completed,Physical Book,,penguin,Corgi,8-May-2014,Fiction,Thriller,eng
2022/04/10,Economics,The Economist,368,y,5,Completed,Audiobook,Audible,Economist Books,Economist Books,3-Mar-2011,Nonfiction,Economics,eng
