completion date,Title,author(s),pages,review,rating,status,format,platform,publisher,Imprint,publication date,type,genre,language
8/30/2020,Before the Coffee Gets Cold,Toshikazu Kawaguchi,224,y,5,Completed,E-Book,BorrowBox,Macmillan Publishers,Picador,9/19/2019,Fiction,Fantasy,eng
7/21/2017,Breakfast at Tiffany's,Truman Capote,160,y,3,Completed,Physical Book,,Penguin Random House,Penguin Classics,4/27/2000,Fiction,Literary Fiction,eng
5/31/2020,A Darker Shade of Magic,V. E. Schwab,400,y,3,Completed,Physical Book,,Titan,Titan Books,2/27/2015,Fiction,Fantasy,eng
11/25/2017,This Savage Song,V. E. Schwab,400,y,3,Completed,Physical Book,,Titan,Titan Books,6/7/2016,Fiction,Fantasy,eng
12/12/2017,Our Dark Duet,V. E. Schwab,400,n,4,Completed,Physical Book,,Titan,Titan Books,6/13/2017,Fiction,Fantasy,eng
8/6/2020,Vicious,V. E. Schwab,353,y,5,Completed,Physical Book,,Titan,Titan Books,1/10/2014,Fiction,Science Fiction,eng
9/28/2017,Vicious,V. E. Schwab,353,y,5,Completed,Physical Book,,Titan,Titan Books,1/10/2014,Fiction,Science Fiction,eng
4/29/2022,Dress Code,Veronique Hyland,272,y,1,Completed,Audiobook,BorrowBox,HarperCollins,Harper Perennial,3/15/2022,Nonfiction,Fashion,eng
3/25/2017,The Picture of Dorian Gray,Wilde Oscar,304,y,4,Completed,Physical Book,,Penguin Random House,Penguin Classics,1/30/2003,Fiction,Literary Fiction,eng
10/6/2021,The Haunted Hotel & Other Stories,Wilkie Collins,336,n,3,Completed,Physical Book,,Wordsworth Editions,Wordsworth Editions,8/5/2006,Fiction,Horror,eng
4/26/2020,The Moonstone,Wilkie Collins,528,y,4,Completed,Physical Book,,Penguin,Penguin Classics,11/26/1998,Fiction,Mystery,eng
1/26/2019,The Woman in White,Wilkie Collins,736,y,4,Completed,Physical Book,,Penguin Random House,Penguin Classics,11/29/2012,Fiction,Mystery,eng
6/6/2021,The Housekeeper and the Professor,Yoko Ogawa,192,y,5,Completed,E-Book,Libby,Penguin,Vintage Classics,10/3/2019,Fiction,Contemporary,eng
8/28/2019,Sapiens: A Brief History of Humankind,Yuval Noah Harari,512,n,2,Completed,Physical Book,,Penguin Random House,Vintage,4/30/2015,Nonfiction,science,eng
1/8/2019,サイメシスの迷宮 完璧な死体,アイダ サキ,256,n,4,Completed,Physical Book,,講談社,講談社タイガ,9/21/2017,Fiction,Mystery,jp
9/21/2020,エレノア・オリファントは今日も元気です,ゲイル ハニーマン,432,y,5,Completed,Physical Book,,HarperCollins,ハーパーコリンズ・ ジャパン,12/16/2017,Fiction,Contemporary,jp
3/14/2019,明治あやかし新聞 怠惰な記者の裏稼業,さとみ桜,338,y,1.5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,3/25/2017,Fiction,Fantasy,jp
2/25/2017,女王と仕立て屋,スカーレット・ベリ子,173,n,,Completed,Manga,Kindle,新書館,ディアプラス・コミックス,1/20/2016,Fiction,Romance,jp
11/3/2021,ヲタクに恋は難しい (6),ふじた,127,n,4,Completed,Manga,Kindle,一迅社,一迅社,7/31/2018,Fiction,Romance,jp
10/10/2017,ヲタクに恋は難しい (4),ふじた,127,y,3,Completed,Manga,,一迅社,一迅社,7/26/2017,Fiction,Romance,jp
5/31/2017,ヲタクに恋は難しい (3),ふじた,127,y,3.5,Completed,Manga,,一迅社,一迅社,12/23/2016,Fiction,Romance,jp
3/9/2017,ヲタクに恋は難しい (2),ふじた,127,y,4,Completed,Manga,,一迅社,一迅社,3/31/2016,Fiction,Romance,jp
2/7/2017,ヲタクに恋は難しい (1),ふじた,127,y,5,Completed,Manga,,一迅社,一迅社,4/30/2015,Fiction,Romance,jp
5/19/2018,ヲタクに恋は難しい (5),ふじた,127,y,4,Completed,Manga,,一迅社,一迅社,2/2/2018,Fiction,Romance,jp
1/22/2020,ドS刑事 朱に交われば赤くなる殺人事件,七尾 与史,365,n,,Completed,Physical Book,,幻冬舎,幻冬舎文庫,8/1/2013,Fiction,Mystery,jp
9/4/2020,ぼくは明日、昨日のきみとデートする,七月 隆文,287,y,4,Completed,Physical Book,,宝島社,宝島社文庫,8/6/2014,Fiction,Fantasy,jp
2/25/2017,ぼくは明日、昨日のきみとデートする,七月 隆文,287,y,4,Completed,Physical Book,,宝島社,宝島社文庫,8/6/2014,Fiction,Romance,jp
5/4/2021,ビブリア古書堂の事件手帖 ~扉子と不思議な客人たち~,三上 延,272,y,3,Completed,E-Book,Kindle,KADOKAWA,メディアワークス文庫,9/22/2018,Fiction,Contemporary,jp
9/21/2017,ビブリア古書堂の事件手帖7 ~栞子さんと果てない舞台~,三上 延,354,y,5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,2/25/2017,Fiction,Mystery,jp
,ビブリア古書堂の事件手帖3 ~栞子さんと消えない絆~,三上 延,274,n,4,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,6/21/2012,Fiction,Mystery,jp
,ビブリア古書堂の事件手帖4 栞子さんと二つの顔,三上 延,338,n,4,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,2/22/2013,Fiction,Mystery,jp
,ビブリア古書堂の事件手帖 ~栞子さんと奇妙な客人たち~,三上 延,322,n,4,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,3/25/2011,Fiction,Mystery,jp
11/29/2020,舟を編む,三浦 しをん,347,n,5,Completed,Physical Book,,光文社,光文社文庫,3/12/2015,Fiction,Humour Encyclopaedias,jp
3/8/2019,青空エール,"下川 香苗, 持地 佑季子",256,y,4,Completed,Physical Book,,集英社,集英社オレンジ文庫,6/23/2016,Fiction,Contemporary,jp
3/30/2018,下町ロケット,下町ロケット,496,y,5,Completed,Physical Book,,小学館,小学館文庫,12/26/2013,Fiction,仕事小説,jp
6/8/2017,さよならドビュッシー,中山 七里,415,y,2,Completed,Physical Book,,宝島社,宝島社文庫,1/12/2011,Fiction,Mystery,jp
10/9/2020,テミスの剣,中山 七里,394,y,3,Completed,Physical Book,,文藝春秋,文春文庫,3/10/2017,Fiction,Mystery,jp
1/17/2021,なぞとき紙芝居,中村 ふみ,256,n,3,Completed,E-Book,Kindle,KADOKAWA,角川ホラー文庫,2/25/2015,Fiction,Horror,jp
12/26/2020,夜見師2,中村 ふみ,288,y,4.5,Completed,E-Book,Kindle,KADOKAWA,角川ホラー文庫,7/25/2017,Fiction,Horror,jp
12/24/2020,夜見師,中村 ふみ,288,y,4.5,Completed,E-Book,Kindle,KADOKAWA,角川ホラー文庫,1/25/2017,Fiction,Horror,jp
12/13/2020,ZOO 1,乙一,272,y,5,Completed,Physical Book,,集英社,集英社文庫,5/19/2006,Fiction,Horror,jp
11/18/2020,GOTH 夜の章,乙一,190,y,4,Completed,Physical Book,,KADOKAWA,角川文庫,6/25/2005,Fiction,Thriller,jp
4/18/2019,GOTH 僕の章,乙一,253,n,5,Completed,Physical Book,,KADOKAWA,角川文庫,6/25/2005,Fiction,Thriller,jp
3/25/2019,GOTH 夜の章,乙一,190,y,4,Completed,Physical Book,,KADOKAWA,角川文庫,6/25/2005,Fiction,Thriller,jp
6/28/2017,おかっさまごっこ―小さい小さいこいものがたり,代田 昇,31,y,1,Completed,Physical Book,,童心社,童心社,3/1/1996,Fiction,Picture book,jp
1/23/2019,ミッドナイト・バス,伊吹 有喜,496,y,4,Completed,Physical Book,,文藝春秋,文春文庫,8/4/2016,Fiction,Realist Literature,jp
8/25/2021,逆ソクラテス,伊坂 幸太郎,288,n,,Completed,Audiobook,Audible,集英社,集英社,4/24/2020,Fiction,Bildungsroman,jp
8/17/2020,陽気なギャングが地球を回す,伊坂 幸太郎,394,y,5,Completed,Physical Book,,祥伝社,祥伝社文庫,2/8/2006,Fiction,Humour/ Satire,jp
,陽気なギャングが地球を回す,伊坂 幸太郎,394,n,5,Completed,Physical Book,,祥伝社,祥伝社文庫,2/8/2006,Fiction,Humour/ Satire,jp
,陽気なギャングは三つ数えろ,伊坂 幸太郎,225,y,4,Completed,Physical Book,,祥伝社,ノン・ノベル,10/8/2015,Fiction,Humour/ Satire,jp
,陽気なギャングの日常と襲撃,伊坂 幸太郎,440,y,4,Completed,Physical Book,,祥伝社,祥伝社文庫,8/30/2009,Fiction,Humour/ Satire,jp
7/2/2021,死神の精度,伊坂 幸太郎,345,y,4,Completed,Audiobook,Audible,文藝春秋,文春文庫,2/8/2008,Fiction,Mystery,jp
1/18/2020,重力ピエロ,伊坂 幸太郎,337,y,4,Completed,Physical Book,,新潮社,新潮社,4/1/2003,Fiction,Mystery,jp
9/13/2019,オーデュボンの祈り,伊坂 幸太郎,464,n,,Completed,Physical Book,,新潮社,新潮文庫,11/28/2003,Fiction,Mystery,jp
8/20/2021,死神の浮力,伊坂 幸太郎,436,y,4,Completed,Audiobook,Audible,文藝春秋,文春文庫,7/30/2013,Fiction,Mystery,jp
3/4/2019,サブマリン,伊坂 幸太郎,274,n,3.5,Completed,Physical Book,,講談社,講談社文庫,3/30/2016,Fiction,Mystery,jp
1/23/2018,君の膵臓をたべたい,住野 よる,328,y,5,Completed,Physical Book,,双葉社,双葉文庫,4/27/2017,Fiction,Romance,jp
4/27/2017,二階堂弁護士は今日も仕事がない,佐藤 大和,296,y,2,Completed,Physical Book,,マイナビ出版,ファン文庫,3/17/2016,Fiction,Mystery,jp
5/11/2018,君は月夜に光り輝く,佐野 徹夜,324,y,4,Completed,Physical Book,,KADOKAWA,アスキーメディアワークス,2/25/2017,Fiction,Romance,jp
6/20/2017,エウロパの底から,入間 人間,338,y,1,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,3/25/2014,Fiction,Fantasy,jp
4/7/2018,ピンクとグレー,加藤 シゲアキ,320,y,5,Completed,Physical Book,,KADOKAWA,角川文庫,2/25/2014,Fiction,Contemporary,jp
,ちょっと今から仕事やめてくる,北川 恵海,258,y,5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,2/25/2015,Fiction,仕事小説,jp
11/1/2018,楽園のカンヴァス,原田 マハ,440,y,3.5,Completed,Physical Book,,新潮社,新潮文庫,6/27/2014,Fiction,Mystery,jp
10/4/2018,本日は、お日柄もよく,原田 マハ,381,y,2.5,Completed,Physical Book,,徳間書店,徳間文庫,6/7/2013,Fiction,仕事小説,jp
4/5/2018,おんみょう紅茶屋らぷさん ~陰陽師のいるお店で、あなただけの一杯を~,古野まほろ,338,y,2,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,4/23/2016,Fiction,Fantasy,jp
2/5/2018,化学探偵Mr.キュリー,喜多 喜久,327,y,3,Completed,Physical Book,,中央公論新社,中公文庫,7/23/2013,Fiction,Mystery,jp
3/20/2017,家政夫は今日も眠れない,夏目 もも,222,n,,Completed,Physical Book,,万能鑑定士Qの事件簿,角川ルビー文庫,6/1/2009,Fiction,Romance,jp
11/1/2020,吾輩は猫である,夏目 漱石,563,y,3.5,Completed,Audiobook,Audible,岩波書店,岩波文庫,4/16/1990,Fiction,Literary Fiction,jp
3/15/2017,走れメロス,太宰 治,125,y,3,Completed,Physical Book,,KADOKAWA,ハルキ文庫,4/15/2012,Fiction,Literary Fiction,jp
6/6/2018,櫻子さんの足下には死体が埋まっている,太田 紫織,275,y,2.5,Completed,Physical Book,,KADOKAWA,角川文庫,2/23/2013,Fiction,Mystery,jp
1/1/2018,羊と鋼の森,宮下 奈都,243,y,3,Completed,Physical Book,,文藝春秋,文春文庫,9/11/2015,Fiction,Realist Literature,jp
,注文の多い料理店,宮沢 賢治,358,n,,Completed,Physical Book,,新潮社,新潮文庫,5/29/1990,Fiction,Fantasy,jp
10/29/2020,ルビンの壺が割れた,宿野 かほる,156,y,4,Completed,Physical Book,,新潮社,新潮社,8/22/2017,Fiction,Realist Literature,jp
3/11/2017,猫曰く、エスパー課長は役に立たない。,山口 幸三郎,338,y,4,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,2/25/2017,Fiction,Fantasy,jp
3/31/2021,もし高校野球の女子マネージャーがドラッカーの『マネジメント』を読んだら,岩崎 夏海,272,y,5,Completed,E-Book,Kindle,ダイヤモンド社,ダイヤモンド社,12/4/2009,Fiction,経営書,jp
,嫌われる勇気 自己啓発の源流「アドラー」の教え,"岸見 一郎, 古賀 史健",296,,,DNF,Physical Book,,ダイヤモンド社,ダイヤモンド社,12/13/2013,Nonfiction,Self Help,jp
9/26/2021,ファーストラヴ,島本 理生,299,y,4,Completed,Audiobook,Audible,文藝春秋,文春文庫,5/31/2018,Fiction,Mystery,jp
10/8/2017,世界から猫が消えたなら,川村 元気,229,y,4,Completed,Physical Book,,小学館,小学館文庫,9/18/2014,Fiction,Literary Fiction,jp
,世界から猫が消えたなら,川村 元気,229,y,4,Completed,Physical Book,,小学館,小学館文庫,9/18/2014,Fiction,Literary Fiction,jp
4/4/2019,あなたもスマホに殺される,志駕 晃,320,y,3,Completed,Physical Book,,KADOKAWA,角川文庫,2/23/2019,Fiction,Thriller,jp
1/11/2021,夜のピクニック,恩田 陸,455,y,2,Completed,Physical Book,,新潮社,新潮文庫,9/7/2006,Fiction,Contemporary,jp
10/27/2020,デュラララ!!×5,成田 良悟,328,y,4,Completed,Physical Book,,KADOKAWA,電撃文庫,3/10/2009,Fiction,Fantasy,jp
10/3/2019,デュラララ!!×4,成田 良悟,392,n,4,Completed,Physical Book,,KADOKAWA,電撃文庫,3/10/2008,Fiction,Fantasy,jp
6/25/2018,デュラララ!!×3,成田 良悟,456,n,3,Completed,Physical Book,,KADOKAWA,アスキーメディアワークス,8/10/2006,Fiction,Fantasy,jp
5/17/2018,デュラララ!!×2,成田 良悟,360,n,3,Completed,Physical Book,,KADOKAWA,アスキーメディアワークス,3/10/2005,Fiction,Fantasy,jp
1/9/2018,デュラララ!!,成田 良悟,347,y,4,Completed,Physical Book,,KADOKAWA,アスキーメディアワークス,4/10/2004,Fiction,Fantasy,jp
11/13/2017,キネマ探偵カレイドミステリー,斜線堂 有紀,370,y,2,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,2/25/2017,Fiction,Mystery,jp
1/3/2017,小説 君の名は。,新海 誠,262,n,4,Completed,Physical Book,,KADOKAWA,角川文庫,6/18/2016,Fiction,Fantasy,jp
,ヘタリア 2―axis powers 特装版,日丸屋 秀和,132,n,4,Completed,Manga,,幻冬舎,幻冬舎コミックス,12/1/2008,Fiction,Humour/ Satire,jp
,ヘタリア ４ Axis Powers,日丸屋 秀和,133,n,4,Completed,Manga,,幻冬舎,幻冬舎コミックス,6/30/2011,Fiction,Humour/ Satire,jp
,ヘタリア〈3〉Axis Powers,日丸屋 秀和,132,n,,Completed,Manga,,幻冬舎,幻冬舎コミックス,5/31/2010,Fiction,Humour/ Satire,jp
,ヘタリア 5 Axis Powers,日丸屋 秀和,133,n,,Completed,Manga,,幻冬舎,幻冬舎コミックス,7/31/2012,Fiction,Humour/ Satire,jp
,ヘタリア Axis Powers,日丸屋 秀和,134,n,,Completed,Manga,,幻冬舎,幻冬舎コミックス,3/28/2008,Fiction,Humour/ Satire,jp
,ヘタリア 6 Axis Powers,日丸屋 秀和,133,n,,Completed,Manga,,幻冬舎,幻冬舎コミックス,10/31/2013,Fiction,Humour/ Satire,jp
11/12/2020,BABEL 復讐の贈与者,日野 草,320,y,4,Completed,Physical Book,,KADOKAWA,角川文庫,7/25/2017,Fiction,Thriller,jp
9/27/2020,GIVER 復讐の贈与者,日野 草,304,n,5,Completed,Physical Book,,KADOKAWA,角川文庫,8/25/2016,Fiction,Thriller,jp
5/28/2018,GIVER 復讐の贈与者,日野 草,304,y,4,Completed,Physical Book,,KADOKAWA,角川文庫,8/25/2016,Fiction,Thriller,jp
,ボッコちゃん,星 新一,315,n,2,Completed,Physical Book,,新潮社,新潮文庫,5/25/2071,Fiction,science fiction,jp
,文豪ストレイドッグス -1,春河35,190,y,4,Completed,Manga,,KADOKAWA,カドカワコミックス・エース,4/3/2013,Fiction,Fantasy,jp
,どうしても生きてる,朝井 リョウ,323,y,4,Completed,Audiobook,Audible,幻冬舎,幻冬舎文庫,10/10/2019,Fiction,Contemporary,jp
12/14/2019,何者,朝井 リョウ,286,y,4,Completed,Physical Book,,新潮社,新潮文庫,11/30/2012,Fiction,Contemporary,jp
,文豪ストレイドッグス 太宰治と黒の時代,朝霧 カフカ,244,n,,Completed,Physical Book,,KADOKAWA,角川ビーンズ文庫,7/31/2014,Fiction,Fantasy,jp
,文豪ストレイドッグス 太宰治の入社試験,朝霧 カフカ,255,y,4,Completed,Physical Book,,KADOKAWA,角川ビーンズ文庫,3/29/2014,Fiction,Fantasy,jp
1/27/2018,バスケの神様 揉めない部活のはじめ方,木崎 菜菜恵,240,y,3,Completed,Physical Book,,集英社,集英社オレンジ文庫,8/19/2016,Fiction,Contemporary,jp
,グッドカミング―トオルとネコ、たまに猫,村上 桃子,251,y,2.5,Completed,Physical Book,,泰文堂,リンダブックス,4/1/2012,Fiction,Romance,jp
11/17/2020,さまよう刃,東野 圭吾,499,y,5,Completed,Physical Book,,KADOKAWA,角川文庫,5/24/2008,Fiction,Mystery,jp
5/17/2019,ナミヤ雑貨店の奇蹟,東野 圭吾,413,n,4,Completed,Physical Book,,KADOKAWA,角川文庫,11/22/2014,Fiction,Mystery,jp
6/27/2019,ダイイング・アイ,東野 圭吾,408,n,4,Completed,Physical Book,,光文社,光文社文庫,1/12/2011,Fiction,Mystery,jp
1/31/2018,白銀ジャック,東野 圭吾,416,y,5,Completed,Physical Book,,実業之日本社,実業之日本社文庫,10/15/2010,Fiction,Mystery,jp
11/7/2020,聖女の救済,東野 圭吾,432,y,4,Completed,Physical Book,,文藝春秋,文春文庫,4/10/2012,Fiction,Mystery,jp
10/6/2020,予知夢,東野 圭吾,270,y,4,Completed,Physical Book,,文藝春秋,文春文庫,8/1/2003,Fiction,Mystery,jp
6/13/2017,探偵ガリレオ,東野 圭吾,330,n,4,Completed,Physical Book,,文藝春秋,文春文庫,2/10/2002,Fiction,Mystery,jp
,真夏の方程式,東野 圭吾,463,y,4,Completed,Physical Book,,文藝春秋,文春文庫,5/10/2013,Fiction,Mystery,jp
12/25/2018,祈りの幕が下りる時,東野 圭吾,448,y,4,Completed,Physical Book,,講談社,講談社文庫,9/15/2016,Fiction,Mystery,jp
4/15/2018,麒麟の翼,東野 圭吾,384,n,4,Completed,Physical Book,,講談社,講談社文庫,2/14/2014,Fiction,Mystery,jp
2/15/2018,卒業,東野 圭吾,371,y,4.5,Completed,Physical Book,,講談社,講談社文庫,5/8/1989,Fiction,Mystery,jp
9/25/2017,赤い指,東野 圭吾,320,y,4,Completed,Physical Book,,講談社,講談社文庫,8/12/2009,Fiction,Mystery,jp
5/28/2017,嘘をもうひとつだけ,東野 圭吾,272,y,4,Completed,Physical Book,,講談社,講談社文庫,2/14/2003,Fiction,Mystery,jp
3/17/2017,眠りの森,東野 圭吾,328,y,4,Completed,Physical Book,,講談社,講談社文庫,4/3/1992,Fiction,Mystery,jp
,私が彼を殺した,東野 圭吾,448,y,4,Completed,Physical Book,,講談社,講談社文庫,3/15/2002,Fiction,Mystery,jp
,どちらかが彼女を殺した,東野 圭吾,356,y,5,Completed,Physical Book,,講談社,講談社文庫,5/14/1999,Fiction,Mystery,jp
,悪意,東野 圭吾,376,y,5,Completed,Physical Book,,講談社,講談社文庫,1/17/2001,Fiction,Mystery,jp
,マスカレード・イブ,東野 圭吾,336,y,3,Completed,Physical Book,,集英社,集英社文庫,8/21/2014,Fiction,Mystery,jp
,マスカレード・ホテル,東野 圭吾,520,y,4,Completed,Physical Book,,集英社,集英社文庫,7/18/2014,Fiction,Mystery,jp
11/29/2017,マスカレード・ナイト,東野 圭吾,464,y,4,Completed,Physical Book,,集英社,集英社文庫,9/15/2017,Fiction,Mystery,jp
1/16/2018,新参者,東野 圭吾,416,y,4.5,Completed,Physical Book,,双葉社,講談社文庫,4/27/2017,Fiction,Romance,jp
7/7/2017,万能鑑定士Qの事件簿 I,松岡 圭祐,275,y,3,Completed,Physical Book,,KADOKAWA,角川文庫,4/24/2010,Fiction,Mystery,jp
2/17/2017,黒執事(14),枢 やな,166,n,,Completed,Manga,,スクウェア・エニックス,Gファンタジーコミックス,3/26/2012,Fiction,Horror,jp
2/17/2017,黒執事(15),枢 やな,158,n,,Completed,Manga,,スクウェア・エニックス,Gファンタジーコミックス,10/27/2012,Fiction,Horror,jp
2/14/2017,黒執事(12),枢 やな,153,n,,Completed,Manga,,スクウェア・エニックス,Gファンタジーコミックス,7/27/2011,Fiction,Horror,jp
2/12/2017,黒執事(13),枢 やな,166,n,,Completed,Manga,,スクウェア・エニックス,Gファンタジーコミックス,10/27/2011,Fiction,Horror,jp
12/8/2020,最後の証人,柚月裕子,320,y,5,Completed,E-Book,Kindle,KADOKAWA,角川文庫,6/15/2018,Fiction,Mystery,jp
4/27/2018,ジョーカー・ゲーム,柳 広司,280,y,2.5,Completed,Physical Book,,KADOKAWA,角川文庫,6/23/2011,Fiction,Thriller,jp
2/28/2017,夜は短し歩けよ乙女,森見 登美彦,320,n,1,Completed,Physical Book,,KADOKAWA,角川文庫,12/25/2008,Fiction,Magical realism,jp
5/30/2021,ここで死神から残念なお知らせです。,榎田 ユウリ,259,y,2,Completed,E-Book,Kindle,新潮社,新潮文庫ｎｅｘ,12/22/2014,Fiction,Science Fiction,jp
,ヴァンパイア騎士 憂氷(アイスブルー)の罪,"樋野 まつり, 藤咲 あゆな",188,n,,Completed,Physical Book,,白泉社,花とゆめCOMICSスペシャルララノベルズ,4/5/2008,Fiction,Fantasy,jp
10/16/2020,葉桜の季節に君を想うということ,歌野 晶午,477,y,2.5,Completed,Physical Book,,文藝春秋,文春文庫,5/10/2007,Fiction,Mystery,jp
12/29/2018,世界で一番、俺が〇〇(2),水城 せとな,176,n,3,Completed,Manga,,講談社,イブニングKC,4/21/2017,Fiction,Fantasy,jp
1/31/2018,世界で一番、俺が〇〇(1),水城 せとな,192,y,4,Completed,Manga,,講談社,イブニングKC,11/22/2016,Fiction,Fantasy,jp
,窮鼠はチーズの夢を見る,水城 せとな,200,n,,Completed,Manga,Kindle,小学館,フラワーコミックスα,5/8/2009,Fiction,Romance,jp
,夢をかなえるゾウ,水野 敬也,357,n,,DNF,Audiobook,Audible,飛鳥新社,飛鳥新社,8/11/2007,Fiction,Self-Esteem,jp
8/6/2020,銀の海 金の大地,氷室 冴子,252,y,2,Completed,Physical Book,,集英社,コバルト文庫,3/3/1992,Fiction,Fantasy,jp
1/20/2018,鬼灯の冷徹(2),江口 夏実,128,y,3,Completed,Manga,,講談社,モーニング KC,8/23/2011,Fiction,Fantasy,jp
,鬼灯の冷徹(1),江口 夏実,128,y,4,Completed,Manga,,講談社,モーニング KC,5/23/2011,Fiction,Fantasy,jp
2/25/2018,D坂の殺人事件,江戸川 乱歩,349,y,3,Completed,Physical Book,,KADOKAWA,角川文庫,3/25/2016,Fiction,Thriller,jp
12/3/2018,花咲舞が黙ってない,池井戸 潤,428,y,3,Completed,Physical Book,,中央公論新社,中公文庫,9/5/2017,Fiction,経済小説,jp
12/3/2020,オレたち花のバブル組,池井戸 潤,368,y,5,Completed,Physical Book,,文藝春秋,文春文庫,12/10/2010,Fiction,経済小説,jp
1/8/2020,オレたちバブル入行組,池井戸 潤,368,y,4,Completed,Physical Book,,文藝春秋,文春文庫,12/6/2007,Fiction,経済小説,jp
2/9/2020,陸王,池井戸 潤,752,n,5,Completed,Physical Book,,集英社,集英社文庫,6/21/2019,Fiction,経済小説,jp
7/23/2019,七つの会議,池井戸 潤,496,n,5,Completed,Physical Book,,集英社,集英社文庫,2/19/2016,Fiction,経済小説,jp
10/12/2018,22年目の告白-私が殺人犯です,浜口 倫太郎,336,y,5,Completed,Physical Book,,講談社,講談社文庫,4/14/2017,Fiction,Thriller,jp
7/31/2019,豆の上で眠る,湊 かなえ,367,n,,Completed,Physical Book,,新潮社,新潮文庫,6/28/2017,Fiction,Mystery,jp
6/9/2018,妄想女子はお隣に住むドSな上司に抱かれたい,玉紀 直,299,y,1.5,Completed,Physical Book,,Jパブリッシング,Jパブリッシング,3/3/2017,Fiction,Romance,jp
12/23/2020,神酒クリニックで乾杯を 淡雪の記憶,知念 実希人,344,y,3.5,Completed,E-Book,Kindle,KADOKAWA,角川文庫,4/23/2016,Fiction,Thriller,jp
12/10/2020,神酒クリニックで乾杯を,知念 実希人,319,y,4,Completed,E-Book,Kindle,KADOKAWA,角川文庫,10/24/2015,Fiction,Thriller,jp
9/24/2018,時限病棟,知念 実希人,368,y,3.5,Completed,Physical Book,,実業之日本社,実業之日本社文庫,10/6/2016,Fiction,Thriller,jp
4/17/2018,仮面病棟,知念 実希人,344,y,4,Completed,Physical Book,,実業之日本社,実業之日本社文庫,12/5/2014,Fiction,Thriller,jp
,本日はお日柄もよく,福嶋ユッカ,156,n,,Completed,Manga,Kindle,海王社,GUSH COMICS,2/10/2017,Fiction,Romance,jp
8/11/2019,ありふれたチョコレート〈2〉,秋川 滝美,380,n,5,Completed,Physical Book,,アルファポリス,アルファポリス文庫,2/8/2016,Fiction,Romance,jp
,ありふれたチョコレート,秋川 滝美,301,y,5,Completed,Physical Book,,アルファポリス,アルファポリス,7/1/2013,Fiction,Romance,jp
9/13/2021,勝手にふるえてろ,綿矢 りさ,218,y,4,Completed,Audiobook,Audible,文藝春秋,文春文庫,8/3/2012,Fiction,Bildungsroman,jp
6/28/2017,蜘蛛の糸,芥川 龍之介,128,n,3,Completed,Physical Book,,KADOKAWA,280円文庫,4/15/2011,Fiction,Literary Fiction,jp
,Pandora Hearts～Caucus race 2～,"若宮 シノブ, 望月 淳",287,n,,Completed,Physical Book,,スクウェア・エニックス,Ｇファンタジーノベルズ,3/27/2912,Fiction,Fantasy,jp
3/8/2017,0能者ミナト<5>,葉山 透,278,n,,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,12/25/2012,Fiction,Mystery,jp
1/10/2017,0能者ミナト<4>,葉山 透,248,y,4,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,7/25/2012,Fiction,Mystery,jp
12/17/2016,0能者ミナト<3>,葉山 透,271,n,,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,12/22/2011,Fiction,Mystery,jp
,0能者ミナト<2>,葉山 透,261,n,,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,6/25/2011,Fiction,Mystery,jp
,0能者ミナト,葉山 透,341,n,,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,2/25/2011,Fiction,Mystery,jp
2/3/2018,ひきこもりの弟だった,葦舟 ナツ,354,y,5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,3/25/2017,Fiction,Contemporary,jp
,ヴァンパイア騎士(ナイト) 煌銀(フレイル)の夢,藤咲あゆな,206,n,,Completed,Physical Book,,白泉社,花とゆめCOMICSスペシャルララノベルズ,11/5/2013,Fiction,Fantasy,jp
5/23/2017,純愛ロマンチカ (2),藤崎 都,228,n,3,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,3/31/2005,Fiction,Romance,jp
4/6/2017,純愛ロマンチカ,藤崎 都,244,y,3,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,10/29/2004,Fiction,Romance,jp
,世界一初恋 ~横澤隆史の場合2~,藤崎 都,233,n,4,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,8/31/2012,Fiction,Romance,jp
,世界一初恋 ~横澤隆史の場合~,藤崎 都,212,n,4,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,10/29/2011,Fiction,Romance,jp
,世界一初恋 ~横澤隆史の場合3~,藤崎 都,211,n,4,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,11/30/2012,Fiction,Romance,jp
,世界一初恋 ~横澤隆史の場合4~,藤崎 都,202,n,4,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,6/29/2013,Fiction,Romance,jp
