completion date,Title,author(s),pages,review,rating,status,format,platform,publisher,Imprint,publication date,type,genre,language
,世界一初恋 ~横澤隆史の場合4~,藤崎 都,202,n,4,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,29-Jun-2013,Fiction,Romance,jp
,ありふれたチョコレート,秋川 滝美,301,y,5,Completed,Physical Book,,アルファポリス,アルファポリス,1-Jul-2013,Fiction,Romance,jp
08-11-18,終わりのセラフ2 一瀬グレン、16歳の破滅,鏡 貴也,260,y,3,Completed,Physical Book,,講談社,講談社文庫,2-Jul-2013,Fiction,Fantasy,jp
02-05-18,化学探偵Mr.キュリー,喜多 喜久,327,y,3,Completed,Physical Book,,中央公論新社,中公文庫,23-Jul-2013,Fiction,Mystery,jp
08-20-21,死神の浮力,伊坂 幸太郎,436,y,4,Completed,Audiobook,Audible,文藝春秋,文春文庫,30-Jul-2013,Fiction,Mystery,jp
01-22-20,ドS刑事 朱に交われば赤くなる殺人事件,七尾 与史,365,n,,Completed,Physical Book,,幻冬舎,幻冬舎文庫,1-Aug-2013,Fiction,Mystery,jp
,ヘタリア 6 Axis Powers,日丸屋 秀和,133,n,,Completed,Manga,,幻冬舎,幻冬舎コミックス,31-Oct-2013,Fiction,Humour/ Satire,jp
,ヴァンパイア騎士(ナイト) 煌銀(フレイル)の夢,藤咲あゆな,206,n,,Completed,Physical Book,,白泉社,花とゆめCOMICSスペシャルララノベルズ,5-Nov-2013,Fiction,Fantasy,jp
10-16-17,オーダーは探偵に グラスにたゆたう琥珀色の謎解き,近江泉美,274,y,3,Completed,Physical Book,,KADOKAWA,アスキーメディアワークス,22-Nov-2013,Fiction,Mystery,jp
,嫌われる勇気 自己啓発の源流「アドラー」の教え,"岸見 一郎, 古賀 史健",296,,,DNF,Physical Book,,ダイヤモンド社,ダイヤモンド社,13-Dec-2013,Nonfiction,Self Help,jp
03-30-18,下町ロケット,下町ロケット,496,y,5,Completed,Physical Book,,小学館,小学館文庫,26-Dec-2013,Fiction,仕事小説,jp
08-06-20,Vicious,V. E. Schwab,353,y,5,Completed,Physical Book,,Titan,Titan Books,10-Jan-2014,Fiction,Science Fiction,eng
09-28-17,Vicious,V. E. Schwab,353,y,5,Completed,Physical Book,,Titan,Titan Books,10-Jan-2014,Fiction,Science Fiction,eng
04-15-18,麒麟の翼,東野 圭吾,384,n,4,Completed,Physical Book,,講談社,講談社文庫,14-Feb-2014,Fiction,Mystery,jp
04-07-18,ピンクとグレー,加藤 シゲアキ,320,y,5,Completed,Physical Book,,KADOKAWA,角川文庫,25-Feb-2014,Fiction,Contemporary,jp
,世界一初恋~横澤隆史の場合5~,藤崎 都,216,n,4,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,28-Feb-2014,Fiction,Romance,jp
06-20-17,エウロパの底から,入間 人間,338,y,1,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Mar-2014,Fiction,Fantasy,jp
,文豪ストレイドッグス 太宰治の入社試験,朝霧 カフカ,255,y,4,Completed,Physical Book,,KADOKAWA,角川ビーンズ文庫,29-Mar-2014,Fiction,Fantasy,jp
05-25-19,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondo,256,n,3.5,Completed,Audiobook,Unknown,Penguin Random House,Vermilion,3-Apr-2014,Nonfiction,Self Help,eng
04-01-22,Economics: The User's Guide,Ha-Joon Chang,365,n,3,Completed,Audiobook,Audible,Penguin Random House,Pelican,1-May-2014,Nonfiction,Economics,eng
12-12-21,Economics: The User's Guide,Ha-Joon Chang,365,y,4,Completed,Audiobook,Audible,Penguin Random House,Pelican,1-May-2014,Nonfiction,Economics,eng
05-09-18,I Am Pilgrim,Terry Hayes,912,y,5,Completed,Physical Book,,Penguin Random House,Corgi,8-May-2014,Fiction,Thriller,eng
10-16-21,The Female Detective,Andrew Forrester,328,y,1,Completed,Physical Book,,The British Library Publishing Division,The British Library Publishing Division,15-Jun-2014,Fiction,Mystery,eng
11-01-18,楽園のカンヴァス,原田 マハ,440,y,3.5,Completed,Physical Book,,新潮社,新潮文庫,27-Jun-2014,Fiction,Mystery,jp
,マスカレード・ホテル,東野 圭吾,520,y,4,Completed,Physical Book,,集英社,集英社文庫,18-Jul-2014,Fiction,Mystery,jp
09-26-20,Republic of Thieves,Scott Lynch,736,y,3.5,Completed,Physical Book,,Orion,Gollancz,31-Jul-2014,Fiction,Fantasy,eng
,文豪ストレイドッグス 太宰治と黒の時代,朝霧 カフカ,244,n,,Completed,Physical Book,,KADOKAWA,角川ビーンズ文庫,31-Jul-2014,Fiction,Fantasy,jp
09-04-20,ぼくは明日、昨日のきみとデートする,七月 隆文,287,y,4,Completed,Physical Book,,宝島社,宝島社文庫,6-Aug-2014,Fiction,Fantasy,jp
02-25-17,ぼくは明日、昨日のきみとデートする,七月 隆文,287,y,4,Completed,Physical Book,,宝島社,宝島社文庫,6-Aug-2014,Fiction,Romance,jp
,マスカレード・イブ,東野 圭吾,336,y,3,Completed,Physical Book,,集英社,集英社文庫,21-Aug-2014,Fiction,Mystery,jp
11-07-19,Harry Potter and the Goblet of Fire,J. K. Rowling,640,y,2.75,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
06-19-19,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,480,n,2.5,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
05-21-19,Harry Potter and the Chamber of Secrets,J. K. Rowling,384,n,,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
04-11-19,Harry Potter and the Philosopher's Stone,J. K. Rowling,352,y,4,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,1-Sep-2014,Fiction,Bildungsroman,eng
12-09-19,How To Be Parisian: Wherever You Are,"Anne Berest, Audrey Diwan, Caroline de Maigret, Sophie Mas",272,y,3,Completed,Audiobook,Libby,Penguin Random House,Ebury Press,4-Sep-2014,Nonfiction,Fashion,eng
10-08-17,世界から猫が消えたなら,川村 元気,229,y,4,Completed,Physical Book,,小学館,小学館文庫,18-Sep-2014,Fiction,Literary Fiction,jp
,世界から猫が消えたなら,川村 元気,229,y,4,Completed,Physical Book,,小学館,小学館文庫,18-Sep-2014,Fiction,Literary Fiction,jp
,世界一初恋 ~横澤隆史の場合(6)~,藤崎 都,226,n,4,Completed,Physical Book,,KADOKAWA,角川ルビー文庫,30-Sep-2014,Fiction,Romance,jp
05-17-19,ナミヤ雑貨店の奇蹟,東野 圭吾,413,n,4,Completed,Physical Book,,KADOKAWA,角川文庫,22-Nov-2014,Fiction,Mystery,jp
04-17-18,仮面病棟,知念 実希人,344,y,4,Completed,Physical Book,,実業之日本社,実業之日本社文庫,5-Dec-2014,Fiction,Thriller,jp
05-30-21,ここで死神から残念なお知らせです。,榎田 ユウリ,259,y,2,Completed,E-Book,Kindle,新潮社,新潮文庫ｎｅｘ,22-Dec-2014,Fiction,Science Fiction,jp
,ビブリア古書堂の事件手帖 (6) ~栞子さんと巡るさだめ~,三上 延,322,n,4,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Dec-2014,Fiction,Mystery,jp
01-17-21,なぞとき紙芝居,中村 ふみ,256,n,3,Completed,E-Book,Kindle,KADOKAWA,角川ホラー文庫,25-Feb-2015,Fiction,Horror,jp
,ちょっと今から仕事やめてくる,北川 恵海,258,y,5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Feb-2015,Fiction,仕事小説,jp
05-31-20,A Darker Shade of Magic,V. E. Schwab,400,y,3,Completed,Physical Book,,Titan,Titan Books,27-Feb-2015,Fiction,Fantasy,eng
11-29-20,舟を編む,三浦 しをん,347,n,5,Completed,Physical Book,,光文社,光文社文庫,12-Mar-2015,Fiction,Humour Encyclopaedias,jp
03-31-17,Lady Chatterley's Lover,D. H. Lawrence,384,y,4.5,Completed,Physical Book,,Alma Books,Alma Classics,15-Mar-2015,Fiction,Romance,eng
04-27-20,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,368,y,2,Completed,Physical Book,,Penguin Random House,Penguin,7-Apr-2015,Fiction,Bildungsroman,eng
08-28-19,Sapiens: A Brief History of Humankind,Yuval Noah Harari,512,n,2,Completed,Physical Book,,Penguin Random House,Vintage,30-Apr-2015,Nonfiction,science,eng
02-07-17,ヲタクに恋は難しい (1),ふじた,127,y,5,Completed,Manga,,一迅社,一迅社,30-Apr-2015,Fiction,Romance,jp
,Holes,Louis Sachar,240,n,4,Completed,Physical Book,,Bloomsbury,Bloomsbury Children's Books,7-May-2015,Fiction,Bildungsroman,eng
11-30-21,A Meditation On Murder,Robert Thorogood,384,n,3,Completed,Audiobook,Libby,HarperCollins,MIRA,7-May-2015,Fiction,Mystery,eng
01-01-18,羊と鋼の森,宮下 奈都,243,y,3,Completed,Physical Book,,文藝春秋,文春文庫,11-Sep-2015,Fiction,Realist Literature,jp
10-10-20,Peril at End House,Agatha Christie,252,y,3,Completed,Physical Book,,HarperCollins,HarperCollins,24-Sep-2015,Fiction,Mystery,eng
06-28-21,What If?: Serious Scientific Answer to Absurd Hypothetical Questions,Randall Munroe,320,y,4,Completed,Audiobook,Unknown,Hachette Book,John Murray,24-Sep-2015,Nonfiction,Physical Chemistry,eng
05-31-21,How We Got to Now: Six Innovations that Made the Modern World,Steven Johnson,256,y,5,Completed,Audiobook,Unknown,Penguin Random House,Penguin,24-Sep-2015,Nonfiction,science,eng
,陽気なギャングは三つ数えろ,伊坂 幸太郎,225,y,4,Completed,Physical Book,,祥伝社,ノン・ノベル,8-Oct-2015,Fiction,Humour/ Satire,jp
03-31-18,Illuminae,"Jay Kristoff, Amie Kaufman",608,y,3,Completed,Physical Book,,Oneworld Publications,Rock the Boat,22-Oct-2015,Fiction,Science Fiction,eng
12-10-20,神酒クリニックで乾杯を,知念 実希人,319,y,4,Completed,E-Book,Kindle,KADOKAWA,角川文庫,24-Oct-2015,Fiction,Thriller,jp
04-22-22,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,288,n,3.5,Completed,E-Book,Kindle,Wiley,Wiley,20-Nov-2015,Nonfiction,Data,eng
01-20-17,AND THEN THERE WERE NONE,Agatha Christie,256,y,5,Completed,Physical Book,,HarperCollins,HarperCollins,3-Dec-2015,Fiction,Mystery,eng
08-23-21,The Killing of Polly Carter,Robert Thorogood,370,y,3,Completed,Audiobook,Libby,HarperCollins,HQ,3-Dec-2015,Fiction,Mystery,eng
,宝石商リチャード氏の謎鑑定,辻村 七子,288,y,2,Completed,Physical Book,,集英社,集英社オレンジ文庫,17-Dec-2015,Fiction,Mystery,jp
07-03-19,So You've Been Publicly Shamed,Jon Ronson,320,n,4,Completed,Audiobook,Libby,Macmillan Publishers,Macmillan,31-Dec-2015,Nonfiction,Law,eng
02-25-17,女王と仕立て屋,スカーレット・ベリ子,173,n,,Completed,Manga,Kindle,新書館,ディアプラス・コミックス,20-Jan-2016,Fiction,Romance,jp
08-11-19,ありふれたチョコレート〈2〉,秋川 滝美,380,n,5,Completed,Physical Book,,アルファポリス,アルファポリス文庫,8-Feb-2016,Fiction,Romance,jp
07-23-19,七つの会議,池井戸 潤,496,n,5,Completed,Physical Book,,集英社,集英社文庫,19-Feb-2016,Fiction,経済小説,jp
04-27-17,二階堂弁護士は今日も仕事がない,佐藤 大和,296,y,2,Completed,Physical Book,,マイナビ出版,ファン文庫,17-Mar-2016,Fiction,Mystery,jp
10-11-20,Poirot Investigates,Agatha Christie,224,y,1.5,Completed,Physical Book,,HarperCollins,HarperCollins,24-Mar-2016,Fiction,Mystery,eng
02-25-18,D坂の殺人事件,江戸川 乱歩,349,y,3,Completed,Physical Book,,KADOKAWA,角川文庫,25-Mar-2016,Fiction,Thriller,jp
02-08-17,痴人の愛,谷崎 潤一郎,409,y,5,Completed,Physical Book,,KADOKAWA,角川文庫,25-Mar-2016,Fiction,Romance,jp
03-04-19,サブマリン,伊坂 幸太郎,274,n,3.5,Completed,Physical Book,,講談社,講談社文庫,30-Mar-2016,Fiction,Mystery,jp
03-09-17,ヲタクに恋は難しい (2),ふじた,127,y,4,Completed,Manga,,一迅社,一迅社,31-Mar-2016,Fiction,Romance,jp
04-05-18,おんみょう紅茶屋らぷさん ~陰陽師のいるお店で、あなただけの一杯を~,古野まほろ,338,y,2,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,23-Apr-2016,Fiction,Fantasy,jp
12-23-20,神酒クリニックで乾杯を 淡雪の記憶,知念 実希人,344,y,3.5,Completed,E-Book,Kindle,KADOKAWA,角川文庫,23-Apr-2016,Fiction,Thriller,jp
12-21-21,Misbehaving: The Making of Behavioral Economics,Richard H Thaler,432,y,4,Completed,Audiobook,Audible,Penguin Random House,Penguin,5-May-2016,Nonfiction,Economics,eng
04-02-18,これは経費で落ちません! ~経理部の森若さん~,青木 祐子,256,y,2,Completed,Physical Book,,集英社,集英社オレンジ文庫,20-May-2016,Fiction,仕事小説,jp
08-23-17,Six of Crows,Leigh Bardugo,512,y,3.5,Completed,Physical Book,,Orion,Orion Children's Books,2-Jun-2016,Fiction,Fantasy,eng
02-07-18,PostCapitalism: A Guide to Our Future,Paul Mason,368,y,2,Completed,Physical Book,,Penguin Random House,Penguin,2-Jun-2016,Nonfiction,Economics,eng
11-25-17,This Savage Song,V. E. Schwab,400,y,3,Completed,Physical Book,,Titan,Titan Books,7-Jun-2016,Fiction,Fantasy,eng
05-31-20,A Short History of Nearly Everything,Bill Bryson,672,n,3,Completed,Audiobook,Libby,Penguin Random House,Black Swan,16-Jun-2016,Nonfiction,science,eng
01-03-17,小説 君の名は。,新海 誠,262,n,4,Completed,Physical Book,,KADOKAWA,角川文庫,18-Jun-2016,Fiction,Fantasy,jp
03-08-19,青空エール,"下川 香苗, 持地 佑季子",256,y,4,Completed,Physical Book,,集英社,集英社オレンジ文庫,23-Jun-2016,Fiction,Contemporary,jp
01-23-19,ミッドナイト・バス,伊吹 有喜,496,y,4,Completed,Physical Book,,文藝春秋,文春文庫,4-Aug-2016,Fiction,Realist Literature,jp
01-27-18,バスケの神様 揉めない部活のはじめ方,木崎 菜菜恵,240,y,3,Completed,Physical Book,,集英社,集英社オレンジ文庫,19-Aug-2016,Fiction,Contemporary,jp
09-27-20,GIVER 復讐の贈与者,日野 草,304,n,5,Completed,Physical Book,,KADOKAWA,角川文庫,25-Aug-2016,Fiction,Thriller,jp
05-28-18,GIVER 復讐の贈与者,日野 草,304,y,4,Completed,Physical Book,,KADOKAWA,角川文庫,25-Aug-2016,Fiction,Thriller,jp
02-16-18,My Lady Jane,"Cynthia Hand, Brodi Ashton, Jodi Meadows",352,y,3,Completed,Physical Book,,Trustbridge Global Media,Walker Books,1-Sep-2016,Fiction,Humour/ Satire,eng
05-23-21,Elantris,Brandon Sanderson,608,n,3,Completed,Audiobook,Audible,Orion,Gollancz,8-Sep-2016,Fiction,Fantasy,eng
12-25-18,祈りの幕が下りる時,東野 圭吾,448,y,4,Completed,Physical Book,,講談社,講談社文庫,15-Sep-2016,Fiction,Mystery,jp
09-24-18,時限病棟,知念 実希人,368,y,3.5,Completed,Physical Book,,実業之日本社,実業之日本社文庫,6-Oct-2016,Fiction,Thriller,jp
02-17-17,The Great Gatsby,F. Scott Fitzgerald,256,n,,Completed,Physical Book,,Alma Books,Alma Classics,20-Oct-2016,Fiction,Literary Fiction,eng
03-27-19,Gemina,"Jay Kristoff, Amie Kaufman",672,y,3,Completed,Physical Book,,Oneworld Publications,Rock the Boat,20-Oct-2016,Fiction,Science Fiction,eng
04-30-22,The Subtle Art of Not Giving a F*ck,Mark Manson,304,n,,Completed,Audiobook,Unknown,HarperCollins,Harper Paperbacks,17-Nov-2016,Nonfiction,Self Help,eng
01-10-20,The Subtle Art of Not Giving a F*ck,Mark Manson,304,y,1,Completed,Audiobook,Unknown,HarperCollins,Harper Paperbacks,17-Nov-2016,Nonfiction,Self Help,eng
01-31-18,世界で一番、俺が〇〇(1),水城 せとな,192,y,4,Completed,Manga,,講談社,イブニングKC,22-Nov-2016,Fiction,Fantasy,jp
09-08-18,Nomad,James Swallow,512,y,2.5,Completed,Physical Book,,Bonnier Books,Zaffre,20-Dec-2016,Fiction,Thriller,eng
05-31-17,ヲタクに恋は難しい (3),ふじた,127,y,3.5,Completed,Manga,,一迅社,一迅社,23-Dec-2016,Fiction,Romance,jp
01-06-22,The Happy Closet,Annmarie O'Connor,302,n,2,Completed,Audiobook,BorrowBox,Gill Books,Gill Books,30-Dec-2016,Nonfiction,Fashion,eng
07-12-21,Across the Nightingale Floor,Lian Hearn,304,y,2.5,Completed,Physical Book,,Macmillan Publishers,Picador,12-Jan-2017,Fiction,Fantasy,eng
12-24-20,夜見師,中村 ふみ,288,y,4.5,Completed,E-Book,Kindle,KADOKAWA,角川ホラー文庫,25-Jan-2017,Fiction,Horror,jp
,本日はお日柄もよく,福嶋ユッカ,156,n,,Completed,Manga,Kindle,海王社,GUSH COMICS,10-Feb-2017,Fiction,Romance,jp
09-21-17,ビブリア古書堂の事件手帖7 ~栞子さんと果てない舞台~,三上 延,354,y,5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Feb-2017,Fiction,Mystery,jp
05-11-18,君は月夜に光り輝く,佐野 徹夜,324,y,4,Completed,Physical Book,,KADOKAWA,アスキーメディアワークス,25-Feb-2017,Fiction,Romance,jp
03-11-17,猫曰く、エスパー課長は役に立たない。,山口 幸三郎,338,y,4,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Feb-2017,Fiction,Fantasy,jp
11-13-17,キネマ探偵カレイドミステリー,斜線堂 有紀,370,y,2,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Feb-2017,Fiction,Mystery,jp
06-09-18,妄想女子はお隣に住むドSな上司に抱かれたい,玉紀 直,299,y,1.5,Completed,Physical Book,,Jパブリッシング,Jパブリッシング,3-Mar-2017,Fiction,Romance,jp
10-09-20,テミスの剣,中山 七里,394,y,3,Completed,Physical Book,,文藝春秋,文春文庫,10-Mar-2017,Fiction,Mystery,jp
03-14-19,明治あやかし新聞 怠惰な記者の裏稼業,さとみ桜,338,y,1.5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Mar-2017,Fiction,Fantasy,jp
02-03-18,ひきこもりの弟だった,葦舟 ナツ,354,y,5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Mar-2017,Fiction,Contemporary,jp
10-12-18,22年目の告白-私が殺人犯です,浜口 倫太郎,336,y,5,Completed,Physical Book,,講談社,講談社文庫,14-Apr-2017,Fiction,Thriller,jp
12-29-18,世界で一番、俺が〇〇(2),水城 せとな,176,n,3,Completed,Manga,,講談社,イブニングKC,21-Apr-2017,Fiction,Fantasy,jp
01-23-18,君の膵臓をたべたい,住野 よる,328,y,5,Completed,Physical Book,,双葉社,双葉文庫,27-Apr-2017,Fiction,Romance,jp
01-16-18,新参者,東野 圭吾,416,y,4.5,Completed,Physical Book,,双葉社,講談社文庫,27-Apr-2017,Fiction,Romance,jp
09-05-17,Crooked Kingdom,Leigh Bardugo,560,y,5,Completed,Physical Book,,Orion,Orion Children's Books,4-May-2017,Fiction,Fantasy,eng
01-05-19,Lies,T. M. Logan,528,y,2,Completed,Physical Book,,Twenty7,Twenty7,4-May-2017,Fiction,Thriller,eng
01-17-22,Hunch: Turn Your Everyday Insights into the Next Big Thing,Bernadette Jiwa,176,n,4,Completed,Audiobook,BorrowBox,Penguin Random House,Penguin,1-Jun-2017,Nonfiction,Business,eng
,THE SECRET GARDEN,Frances Hodgson Burnett,375,n,5,Completed,Physical Book,,William Collins,Collins Classics,1-Jun-2017,Fiction,Adventure,eng
06-27-20,One of Us Is Lying,Karen M. McManus,368,y,4,Completed,Audiobook,Libby,Penguin Random House,Penguin,1-Jun-2017,Fiction,Thriller,eng
05-29-19,Astrophysics for People in a Hurry,Neil deGrasse Tyson,224,n,2,Completed,Audiobook,Libby,W. W. Norton & Company,W. W. Norton & Company,2-Jun-2017,Nonfiction,Applied Physics,eng
12-12-17,Our Dark Duet,V. E. Schwab,400,n,4,Completed,Physical Book,,Titan,Titan Books,13-Jun-2017,Fiction,Fantasy,eng
07-31-19,豆の上で眠る,湊 かなえ,367,n,,Completed,Physical Book,,新潮社,新潮文庫,28-Jun-2017,Fiction,Mystery,jp
05-07-20,Nevernight,Jay Kristoff,480,y,2,Completed,Audiobook,Libby,HarperCollins,HarperVoyager,29-Jun-2017,Fiction,Fantasy,eng
12-26-20,夜見師2,中村 ふみ,288,y,4.5,Completed,E-Book,Kindle,KADOKAWA,角川ホラー文庫,25-Jul-2017,Fiction,Horror,jp
11-12-20,BABEL 復讐の贈与者,日野 草,320,y,4,Completed,Physical Book,,KADOKAWA,角川文庫,25-Jul-2017,Fiction,Thriller,jp
10-10-17,ヲタクに恋は難しい (4),ふじた,127,y,3,Completed,Manga,,一迅社,一迅社,26-Jul-2017,Fiction,Romance,jp
10-16-21,Death Knocks Twice,Robert Thorogood,385,n,3,Completed,Audiobook,Libby,HarperCollins,HQ,27-Jul-2017,Fiction,Mystery,eng
06-08-21,The Keeper of Lost Things,Ruth Hogan,320,y,4,Completed,Audiobook,Libby,Hachette Book,Two Roads,10-Aug-2017,Fiction,Contemporary,eng
10-29-20,ルビンの壺が割れた,宿野 かほる,156,y,4,Completed,Physical Book,,新潮社,新潮社,22-Aug-2017,Fiction,Realist Literature,jp
,Stalking Jack the Ripper,Kerri Maniscalco,352,,,DNF,Audiobook,Libby,Jimmy Patterson,Jimmy Patterson,5-Sep-2017,Fiction,Mystery,eng
12-03-18,花咲舞が黙ってない,池井戸 潤,428,y,3,Completed,Physical Book,,中央公論新社,中公文庫,5-Sep-2017,Fiction,経済小説,jp
11-29-17,マスカレード・ナイト,東野 圭吾,464,y,4,Completed,Physical Book,,集英社,集英社文庫,15-Sep-2017,Fiction,Mystery,jp
06-23-19,Call Me By Your Name,Andre Aciman,256,n,5,Completed,Physical Book,,Atlantic Books,Atlantic Books,21-Sep-2017,Fiction,Bildungsroman,eng
01-08-19,サイメシスの迷宮 完璧な死体,アイダ サキ,256,n,4,Completed,Physical Book,,講談社,講談社タイガ,21-Sep-2017,Fiction,Mystery,jp
,Lily and the Octopus,Steven Rowley,320,,,DNF,Audiobook,BorrowBox,Simon & Schuster UK,Simon & Schuster UK,5-Oct-2017,Fiction,Literary Fiction,eng
12-31-19,A Gentleman in Moscow,Amor Towles,512,y,3,Completed,Physical Book,,Windmill Books,Windmill Books,2-Nov-2017,Fiction,History,eng
11-26-20,The Travelling Cat Chronicles,Hiro Arikawa,256,y,5,Completed,Physical Book,,Penguin Random House,Doubleday,2-Nov-2017,Fiction,Adventure,eng
07-01-21,Magpie Murders,Anthony Horowitz,560,y,2,Completed,Audiobook,BorrowBox,Orion,Orion,16-Nov-2017,Fiction,Mystery,eng
04-22-18,Magpie Murders,Anthony Horowitz,560,y,2,Completed,Physical Book,,Orion,Orion,16-Nov-2017,Fiction,Mystery,eng
01-12-20,How to Stop Time,Matt Haig,336,y,4.5,Completed,Physical Book,,Canongate Books,Canongate Books,14-Dec-2017,Fiction,Literary Fiction,eng
09-21-20,エレノア・オリファントは今日も元気です,ゲイル ハニーマン,432,y,5,Completed,Physical Book,,HarperCollins,ハーパーコリンズ・ ジャパン,16-Dec-2017,Fiction,Contemporary,jp
12-16-19,Friend Request,Laura Marshall,400,y,2,Completed,Physical Book,,Hachette Book,Sphere,11-Jan-2018,Fiction,Thriller,eng
12-10-18,Eleanor Oliphant is Completely Fine,Gail Honeyman,400,y,5,Completed,Physical Book,,HarperCollins,HarperCollins,25-Jan-2018,Fiction,Contemporary,eng
05-19-18,ヲタクに恋は難しい (5),ふじた,127,y,4,Completed,Manga,,一迅社,一迅社,2-Feb-2018,Fiction,Romance,jp
11-13-21,The Psychology of Fashion,Carolyn Mair,150,n,3,Completed,Audiobook,Libby,Routledge,Routledge,15-Mar-2018,Nonfiction,Fashion,eng
02-06-21,Why Mummy Drinks,Gill Sims,352,y,3,Completed,Audiobook,BorrowBox,HarperCollins,HarperCollins,31-May-2018,Nonfiction,Humour/ Satire,eng
09-26-21,ファーストラヴ,島本 理生,299,y,4,Completed,Audiobook,Audible,文藝春秋,文春文庫,31-May-2018,Fiction,Mystery,jp
12-08-20,最後の証人,柚月裕子,320,y,5,Completed,E-Book,Kindle,KADOKAWA,角川文庫,15-Jun-2018,Fiction,Mystery,jp
04-12-18,Ruin and Rising,Leigh Bardugo,421,y,3.5,Completed,Physical Book,,Orion,Orion Children's Books,28-Jun-2018,Fiction,Fantasy,eng
03-08-18,Siege and Storm,Leigh Bardugo,416,y,3,Completed,Physical Book,,orion,Orion Children's Books,28-Jun-2018,Fiction,Fantasy,eng
09-13-21,"Carry On, Jeeves",P. G. Wodehouse,288,y,3.5,Completed,Audiobook,Libby,Penguin Random House,Arrow,28-Jun-2018,Fiction,Humour/ Satire,eng
11-03-21,ヲタクに恋は難しい (6),ふじた,127,n,4,Completed,Manga,Kindle,一迅社,一迅社,31-Jul-2018,Fiction,Romance,jp
05-04-21,ビブリア古書堂の事件手帖 ~扉子と不思議な客人たち~,三上 延,272,y,3,Completed,E-Book,Kindle,KADOKAWA,メディアワークス文庫,22-Sep-2018,Fiction,Contemporary,jp
02-18-19,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,544,y,3.5,Completed,Physical Book,,Penguin Random House,Raven Books,1-Oct-2018,Fiction,Horror,eng
11-06-17,The Gentleman's Guide to Vice and Virtue,Mackenzi Lee,544,y,4.5,Completed,Physical Book,,KTegenBks,KTegenBks,18-Oct-2018,Fiction,Humour/ Satire,eng
01-26-20,Murder by the Book: The Crime That Shocked Dickens's London,Claire Harman,272,n,,Completed,Physical Book,,Penguin Random House,Vintage,25-Oct-2018,Nonfiction,History,eng
09-25-21,Dear Mrs. Bird,AJ Pearce,320,y,4.5,Completed,Audiobook,BorrowBox,Macmillan Publishers,Picador,27-Dec-2018,Fiction,Romance,eng
,The Year of Less,Cait Flanders,218,,,DNF,Audiobook,BorrowBox,Hay House UK,Hay House UK,15-Jan-2019,Fiction,Self Help,eng
02-02-19,The Mermaid and Mrs Hancock,Imogen Hermes Gowar,496,y,1,Completed,Physical Book,,Penguin Random House,Vintage,24-Jan-2019,Fiction,Fantasy,eng
01-05-20,Test,Sylvain Neuvel,110,y,4,Completed,Audiobook,Libby,Macmillan Publishers,tor.com,12-Feb-2019,Fiction,Thriller,eng
04-04-19,あなたもスマホに殺される,志駕 晃,320,y,3,Completed,Physical Book,,KADOKAWA,角川文庫,23-Feb-2019,Fiction,Thriller,jp
01-06-22,Hello World: How to be Human in the Age of the Machine,Hannah Fry,320,y,4.5,Completed,Audiobook,Audible,Penguin Random House,Black Swan,28-Mar-2019,Nonfiction,Data,eng
07-19-19,The Secret Barrister: Stories of the Law and How It's Broken,Secret Barrister,373,n,4,Completed,Physical Book,,Macmillan Publishers,Picador,4-Apr-2019,Nonfiction,Law,eng
05-11-21,"Fragile: Why We Are Feeling More Anxious, Stressed and Overwhelmed Than Ever (And What We Can Do About It)",Stella O'malley,288,n,2,Completed,Audiobook,BorrowBox,Gill Books,Gill Books,5-Apr-2019,Nonfiction,Self Help,eng
10-17-20,Gentleman Jack: The Real Anne Lister The Official Companion to the BBC Series,"Sally Wainwright,Anne Choma",368,y,5,Completed,Audiobook,Unknown,Penguin Random House,BBC Books,25-Apr-2019,Nonfiction,Biographies,eng
12-10-19,The Colours of all the Cattle,Alexander McCall Smith,240,y,3,Completed,Audiobook,BorrowBox,Hachette Book,Abacus,2-May-2019,Fiction,Mystery,eng
